SR.No,text,Timestamp,Username,Platform,Hashtags,Retweets,Likes,Country,preprocessed_text,sentiment_score,sentiment_label
581,"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ",18-04-2019 20:30, HistoryExplorerAncientCityTour , Twitter , #WhispersOfThePast #HistoricalTour ,35,70, Greece ,exploring historical architecture ancient city traveler transported bygone era monument whispers tales past,0.0,Neutral
582,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode ,20-05-2023 19:45, CrushAvoider , Twitter , #CrushStruggles #AvoidingEyeContact ,15,30, USA,successfully avoided eye contact crush hallway mission accomplished teencrush stealthmode,0.4767,Positive
583,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems ,21-05-2023 21:00, MovieBuff , Instagram , #SnackCrisis #TeenLife ,18,35, Canada,ran snacks movie marathon crisis level emergency movienightstruggles teenproblems,-0.7901,Negative
584,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes ,22-05-2023 14:30, SelfieAddict , Facebook , #SelfieStruggle #TeenConfessions ,22,45, UK,spent hour choosing perfect filter selfie struggle instagram aesthetic real selfiequeen teenvibes,0.34,Positive
585,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife ,23-05-2023 16:45, AudioExplorer , Twitter , #TeenProblems #LostHeadphones ,20,40, USA,lost headphones vanish thin air headphonemystery teenlife,-0.3182,Negative
586,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions ,24-05-2023 13:15, MemeCreator , Instagram , #StudyingMemes #TeenLife ,25,50, Canada,decided study exams ended making memes studying instead procrastination level expert procrastinationnation teenconfessions,0.0,Neutral
587,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ",25-05-2023 19:00, FashionBlunder , Facebook , #WeekendOops #TeenFashion ,20,40, USA,got dressed day remembered 's saturday oops weekendvibes teenstruggles,0.0,Neutral
588,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements ,26-05-2023 14:20, GroupGenius , Twitter , #TeenSuccess #ProjectMiracle ,28,55, UK,survived group project without drama miracles happen groupprojectsuccess teenachievements,0.5106,Positive
589,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ",27-05-2023 21:15, ChipExplorer , Instagram , #TeenChef #CookingFail ,22,45, Canada,entered kitchen intention cook left bag chips cooking overrated anyway masterchefintraining teenhumor,0.0,Neutral
590,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ",28-05-2023 12:00, ExcitementSeeker , Facebook , #ClassEvent #TeenExcitement ,18,35, USA,staring clock class waiting bell ring like 's exciting event day classcountdown teenlife,0.7178,Positive
591,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ",29-05-2023 23:30, NightReader , Twitter , #BookDiscoveries #TeenReading ,30,60, UK,discovered new book series spent whole night reading needs sleep anyway bookwormlife latenightreading,0.0,Neutral
592,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",30-05-2023 20:45, GamingEnthusiast , Instagram , #GameOn #TeenGamer ,22,45, USA,bought new video game played hours forgot eat ultimate gaming session gamerlife nofoodgaming,0.34,Positive
593,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon ,31-05-2023 15:30, LazyWatcher , Facebook , #BingeWatchDay #TeenLife ,35,70, Canada,spent day binge-watching new series productivity level zero lazyday tvseriesmarathon,0.0,Neutral
594,Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen ,01-06-2023 18:00, TrendExplorer , Twitter , #FashionGoals #TeenStyle ,20,40, USA,caught latest fashion trends planning shopping spree fashionista trendyteen,0.0,Neutral
595,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,02-06-2023 14:30, MusicalExplorer , Instagram , #InstrumentLearning #TeenMusic ,28,55, UK,decided learn new instrument day one still trying figure hold musicnovice learningjourney,0.0,Neutral
596,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,03-06-2023 21:15, MusicAficionado , Facebook , #MusicTherapy #TeenPlaylist ,22,45, Canada,spent hours creating perfect playlist every mood music therapy playlistmaker teenmusiclover,0.7096,Positive
597,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,04-06-2023 19:30, HomeChef , Twitter , #CookingSuccess #TeenCook ,25,50, USA,successfully cooked gourmet meal family chef skills unlocked chefmode teenchef,0.5411,Positive
598,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape ,05-06-2023 10:00, AdventureSeeker , Instagram , #GetawayGoals #TeenTravel ,18,35, UK,spontaneously booked weekend getaway adventure awaits travelbug weekendescape,0.4389,Positive
599,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight ,06-06-2023 22:30, DanceEnthusiast , Facebook , #MusicMagic #TeenConcert ,28,55, Canada,attended concert danced night away music heartbeat life concertvibes danceallnight,0.0,Neutral
600,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,07-06-2023 12:45, NostalgiaExplorer , Twitter , #ChildhoodMemories #TeenCartoons ,22,45, USA,rediscovered childhood cartoons nostalgia-filled marathon cartoonnostalgia teenmemories,0.0,Neutral
601,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,08-06-2023 16:00, HomeDecorator , Instagram , #DIYGoals #TeenCreative ,35,70, UK,embarked diy home decor project let 's hope turns better last time diyadventure teenhomedecor,0.7003,Positive
602,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",09-06-2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,spent afternoon museum pretending cultured art enthusiast making museumday teenartlover,0.4404,Positive
603,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,10-06-2023 17:30, ThoughtfulBlogger , Twitter , #BloggingJourney #TeenThoughts ,30,60, Canada,started blog random thoughts musings blogging new diary bloggerlife teenblogger,0.0,Neutral
604,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,11-06-2023 15:30, NovelEnthusiast , Instagram , #QuietMoments #BookishEscape ,35,70, USA,relishing peaceful afternoon classic novel quiet moments best moments booklover peacefulafternoon,0.9062,Positive
605,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",12-06-2023 18:00, WiseSoul , Twitter , #AgingGracefully #Memories ,28,55, UK,reflecting lifetime memories wrinkle tells story embracing beauty aging lifereflections beautyinaging,0.5859,Positive
606,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer ,13-06-2023 14:45, ArtAdventurer , Facebook , #ArtDiscovery #SeniorArtist ,22,45, Canada,exploring world digital art 's never late discover new passions digitalartistry latebloomer,0.4939,Positive
607,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,14-06-2023 19:30, HomeChefSenior , Instagram , #HappinessInFood #SeniorLife ,25,50, USA,savoring flavors home-cooked meal simple joys heart happiness homecooking simplejoys,0.7783,Positive
608,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,15-06-2023 12:15, LinguisticExplorer , Twitter , #MindEnrichment #SeniorLearning ,30,60, UK,embarking journey learning new language mind stays young every new word languagelearning nevertoolate,0.0,Neutral
609,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",16-06-2023 21:45, MusicConnoisseur , Facebook , #MusicLover #SeniorConcert ,18,35, Canada,attended classical music concert feeling timeless melodies resonate music transcends generations classicalmusic timelessmelodies,0.128,Positive
610,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,17-06-2023 15:00, PhotographySenior , Instagram , #NatureCapture #SeniorMoments ,35,70, USA,capturing beauty nature photography every snapshot treasure naturephotography seniorphotographer,0.7184,Positive
611,"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",18-06-2023 11:30, TeaTimeSenior , Twitter , #FriendshipGoals #SeniorBonding ,28,55, UK,reconnecting old friends cup tea friendship true essence companionship oldfriends companionship,0.8316,Positive
612,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",19-06-2023 16:30, RoadTripSenior , Facebook , #CherishedPlaces #SeniorTravel ,22,45, Canada,embarked road trip revisit cherished places past nostalgia ultimate travel companion roadtrip nostalgiatour,0.5106,Positive
613,"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ",20-06-2023 14:20, ChoirEnthusiast , Instagram , #MusicHarmony #SeniorVoices ,20,40, USA,joined community choir harmonizing fellow voices music creates bonds withstand time communitychoir harmonyinaging,0.5423,Positive
614,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",21-06-2023 19:00, MeditationSenior , Twitter , #MindfulLiving #SeniorCalm ,18,35, UK,exploring art meditation finding tranquility stillness mind meditationjourney tranquilmind,0.4215,Positive
615,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",22-06-2023 13:45, GardenEnthusiast , Facebook , #NatureWonders #SeniorGarden ,25,50, USA,taking stroll garden appreciating beauty blooming flowers nature 's wonders never cease gardenwalk floralbeauty,0.7717,Positive
616,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ",23-06-2023 18:45, WineConnoisseur , Instagram , #LifeWellLived #SeniorWine ,28,55, UK,sipping favorite vintage wine sip telling story years gone cheers life well-lived winelover vintagecheers,0.7269,Positive
617,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ",24-06-2023 16:15, ArtisticSenior , Twitter , #CreativityAtAnyAge #SeniorCreativity ,22,45, Canada,participated community art class unleashing creativity golden years art age limit artclass seniorartistry,0.1027,Positive
618,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",25-06-2023 20:30, MemoiristSenior , Facebook , #LifetimeExperiences #SeniorMemoir ,35,70, USA,embarking journey writing memoir documenting lifetime experiences every story matters memoirwriting seniorstories,0.0258,Neutral
619,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",26-06-2023 14:00, HistoryEnthusiast , Instagram , #LifetimeAdventure #SeniorCuriosity ,30,60, UK,attended lecture history always fascinated lessons past learning lifelong adventure historylecture seniorlearning,0.6597,Positive
620,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",27-06-2023 17:45, FamilyChefSenior , Twitter , #KitchenMemories #SeniorCulinary ,20,40, USA,rediscovered joy cooking traditional family recipes kitchen place cherished memories familyrecipes seniorcooking,0.7964,Positive
621,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",28-06-2023 22:15, NaturePhotographySenior , Facebook , #OutdoorBeauty #SeniorClicks ,18,35, UK,joined nature photography club capturing beauty great outdoors every click connection nature naturephotography seniorphotographer,0.836,Positive
622,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",29-06-2023 16:30, JazzMusicLover , Instagram , #TimelessTunes #SeniorJazz ,25,50, USA,attended jazz concert swayed rhythm timeless tunes music constant companion golden years jazzconcert seniormusic,0.0,Neutral
623,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",30-06-2023 19:30, SeniorWordsmith , Twitter , #SoulfulWriting #SeniorReflections ,28,55, UK,joined writing group penning thoughts reflections writing journey depths soul writinggroup seniorwriter,0.0,Neutral
624,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",01-07-2023 14:00, SoloAdventurer , Instagram , #DiscoverNewPlaces #SeniorTravel ,30,60, USA,embarked solo travel adventure discovering beauty new places pace solotravel seniorexplorer,0.7269,Positive
625,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",02-07-2023 18:30, CarEnthusiastSenior , Facebook , #RoadTripDownMemoryLane #SeniorCars ,22,45, UK,attended vintage car show reminiscing classics ruled roads nostalgia every rev vintagecars classicrides,0.0,Neutral
626,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",03-07-2023 12:45, GreenThumbSenior , Twitter , #GardenFriends #SeniorGreenThumb ,28,55, Canada,started community garden growing plants friendships green thumbs unite communitygarden seniorgardener,0.6177,Positive
627,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",04-07-2023 17:00, FamilyHostSenior , Instagram , #HeartwarmingMoments #SeniorFamily ,35,70, USA,hosted family dinner laughter echoed louder clinking utensils family heart happiness familydinner seniorhost,0.7783,Positive
628,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",05-07-2023 20:15, DanceEnthusiastSenior , Twitter , #DanceLife #SeniorMoves ,18,35, UK,enrolled dance class seniors moving rhythm life age number dance floor danceclass seniordancer,0.0772,Positive
629,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",06-07-2023 14:30, ArtGalleryVisitor , Facebook , #CreativeExpressions #SeniorArt ,25,50, USA,visited art gallery appreciating brushstrokes tell tales creativity art eternal companion artgallery seniorartlover,0.6705,Positive
630,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",07-07-2023 19:45, SeniorBookClub , Instagram , #BookishTalks #SeniorBookworms ,22,45, UK,started book club seniors discussions lively characters novels bookclub seniorreaders,0.4404,Positive
631,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",08-07-2023 16:00, SeniorPicnicHost , Twitter , #FriendshipSunshine #SeniorMemories ,30,60, Canada,hosted picnic park basking warmth friendship sunshine simple joys timeless memories parkpicnic seniorjoy,0.9062,Positive
632,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",09-07-2023 22:30, SeniorActor , Facebook , #StagePassion #SeniorTheater ,20,40, USA,participated local theater production proving stage belongs every age theaterproduction senioractor,0.0,Neutral
633,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",10-07-2023 14:20, SeniorHikerExplorer , Instagram , #NatureTrailBlazer #SeniorExplorer ,28,55, UK,embarked hiking adventure conquering trails relishing beauty nature age number mountaintop hikingadventure seniorhiker,0.8402,Positive
634,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,11-07-2023 18:45, SeniorPhotographerExhibitor , Twitter , #LifeInPictures #SeniorExhibition ,22,45, Canada,hosted photography exhibition featuring snapshots life well-lived every photo story tell photographyexhibition seniorphotographer,0.0,Neutral
635,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",12-07-2023 13:45, SeniorCyclingEnthusiast , Facebook , #OpenRoadAdventures #SeniorCycling ,25,50, USA,joined seniors cycling club feeling wind hair freedom open road cyclingclub seniorcyclist,0.6908,Positive
636,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",13-07-2023 20:00, SeniorWineConnoisseur , Instagram , #AgedToPerfection #SeniorCheers ,35,70, UK,attended wine tasting event savoring richness flavors age like fine wine cheers golden years winetasting seniorwinelover,0.8718,Positive
637,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",14-07-2023 16:15, SeniorBallroomDancer , Twitter , #GracefulMoves #SeniorDance ,20,40, USA,started learning ballroom dancing gliding gracefully across dance floor ageless elegance every step ballroomdancing seniordancer,0.7579,Positive
638,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",15-07-2023 19:30, SeniorPaintingOrganizer , Facebook , #CommunityArt #SeniorCreativity ,28,55, Canada,organized community painting event turning blank canvases masterpiece shared creativity paintingevent seniorartist,0.8442,Positive
639,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",16-07-2023 14:00, SeniorMemoriesHost , Instagram , #FriendshipAdventures #SeniorNostalgia ,30,60, USA,hosted 'memory lane evening old friends reminiscing adventures shaped lives memorylane seniorreminiscing,0.6705,Positive
640,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",17-07-2023 22:15, SeniorStargazer , Twitter , #CelestialWonders #SeniorAstronomy ,18,35, UK,joined seniors astronomy club stargazing finding wonder vastness cosmos astronomyclub seniorstargazer,0.0,Neutral
641,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",18-07-2023 16:30, SeniorJazzFestivalGoer , Facebook , #TimelessTunes #SeniorJazz ,25,50, USA,attended local jazz festival tapping toes tunes stood test time music lifelong love affair jazzfestival seniormusiclover,0.8126,Positive
642,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",19-07-2023 19:45, WisdomBloggerSenior , Instagram , #LifeLessons #SeniorBlog ,22,45, UK,started blog sharing wisdom gained years proving every day chance learn grow seniorwisdom blog,0.8689,Positive
643,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",20-07-2023 17:00, SeniorCharityRunner , Twitter , #RunForACause #SeniorSupport ,30,60, Canada,participated charity run proving age barrier supporting meaningful causes charityrun seniorrunner,0.6486,Positive
644,"Survived a challenging physics exam. Equations, you won't defeat me! ",01-08-2023 13:30, PhysicsWhizHighSchool , Instagram , #PhysicsSurvivor #HighSchoolAdventures ,20,40, USA,survived challenging physics exam equations wo n't defeat,0.7699,Positive
645,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder ,02-08-2023 14:45, CodeExplorerHighSchool , Twitter , #CodingAdventure #HighSchoolCoderLife ,25,50, UK,exploring world coding debugging adventure codingjourney highschoolcoder,0.3802,Positive
646,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",03-08-2023 12:15, DebateWarriorHighSchool , Facebook , #DebateWarrior #HighSchoolDebater ,18,35, Canada,joined school debate team words weapons 'm ready battle,-0.5093,Negative
647,"Started a photography club at school. Capturing moments, one snapshot at a time! ",04-08-2023 16:30, PhotoClubHighSchool , Instagram , #PhotographyClub #HighSchoolPhotographer ,22,45, USA,started photography club school capturing moments one snapshot time,0.0,Neutral
648,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",05-08-2023 19:45, PromDreamerHighSchool , Twitter , #PromDreams #HighSchoolFairytale ,30,60, Canada,daydreaming upcoming prom dress dance – 's fairytale making,0.0,Neutral
649,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,06-08-2023 14:00, OutdoorClassHighSchool , Facebook , #OutdoorClassroom #HighSchoolExplorer ,28,55, USA,convinced teacher class outdoors learning equations side fresh air,0.6476,Positive
650,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",07-08-2023 19:45, PaintSpillHighSchool , Instagram , #ArtisticMishaps #HighSchoolArt ,22,45, UK,accidentally spilled paint art class abstract art right artclassadventures highschoolartist,-0.34,Negative
651,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,08-08-2023 16:00, SkateProHighSchool , Twitter , #SkaterLife #HighSchoolSkater ,30,60, Canada,trying master perfect kickflip skateboard skating weekend like pro,0.7574,Positive
652,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,09-08-2023 22:30, KpopFangirlHighSchool , Facebook , #KpopFangirl #HighSchoolMusic ,20,40, USA,bonding friends latest k-pop sensation fangirling finest,0.5255,Positive
653,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,10-08-2023 14:20, ChemistryWizardHighSchool , Instagram , #ChemistryWizard #HighSchoolScientist ,28,55, UK,spent hours perfecting chemistry experiment mixing potions like wizard,0.7263,Positive
654,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,11-08-2023 18:45, BirthdayPartyPlannerHighSchool , Twitter , #BirthdayParty #HighSchoolCelebration ,22,45, Canada,successfully organized surprise birthday party friend party planning expert mode achieved,0.9215,Positive
655,"Joined the drama club to unleash my inner actor. Lights, camera, action! ",12-08-2023 13:45, DramaClubStarHighSchool , Facebook , #DramaClubStar #HighSchoolActor ,25,50, USA,joined drama club unleash inner actor lights camera action,0.0,Neutral
656,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,13-08-2023 20:00, FantasyBookNerdHighSchool , Instagram , #FantasyBookNerd #HighSchoolReader ,35,70, UK,got hands latest fantasy novel diving realms magic adventure,0.636,Positive
657,Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,14-08-2023 16:15, DoodleMasterHighSchool , Twitter , #DoodleMaster #HighSchoolArt ,20,40, USA,mastering art perfect doodle boring classes doodles a+,0.4003,Positive
658,Attempting to break the school record for the longest handstand. Wish me luck! ,15-08-2023 19:30, HandstandChallengeHighSchool , Facebook , #HandstandChallenge #HighSchoolAthlete ,28,55, Canada,attempting break school record longest handstand wish luck,0.7177,Positive
659,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,16-08-2023 14:00, SnackSmugglerHighSchool , Instagram , #SnackSmuggler #HighSchoolSnacks ,30,60, USA,sneaking snacks class like pro art snack-smuggling sacred skill,0.4199,Positive
660,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,17-08-2023 22:15, SleepoverHostHighSchool , Twitter , #SleepoverFun #HighSchoolMemories ,18,35, UK,hosting sleepover friends weekend preparing night laughter memories,0.7644,Positive
661,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",18-08-2023 16:30, TikTokFailHighSchool , Facebook , #DanceFail #HighSchoolTikTok ,25,50, USA,spent hours tiktok dance realize two left feet dance fail unleashed,-0.5848,Negative
662,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,19-08-2023 19:45, SocialMediaBlunderHighSchool , Instagram , #SocialMediaBlunder #HighSchoolAwkward ,22,45, UK,accidentally liked crush 's old photo stalking profile awkward level maximum,-0.126,Negative
663,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,20-08-2023 17:00, CrushFailHighSchool , Twitter , #CrushFail #HighSchoolEmbarrassment ,30,60, Canada,tried impress crush smooth conversation ended spilling drink smooth level nonexistent,0.3802,Positive
664,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,21-08-2023 15:45, PaperPlaneExpertHighSchool , Instagram , #PaperPlaneExpert #HighSchoolArt ,15,30, USA,mastered art creating paper airplanes lecture paper planes soaring new heights,0.3595,Positive
665,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,22-08-2023 12:30, JugglingProHighSchool , Facebook , #TextbookJuggling #HighSchoolSkills ,22,40, Canada,trying set new trend juggling textbooks classes academic juggling unique skill,0.0,Neutral
666,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,23-08-2023 16:45, SnackNinjaHighSchool , Twitter , #SnackNinja #HighSchoolSnacks ,28,55, USA,hiding snack stash backpack emergency cravings snack ninja mode activated,-0.6239,Negative
667,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,24-08-2023 18:20, ScavengerHuntMasterHighSchool , Instagram , #SurpriseAdventure #HighSchoolFun ,20,38, UK,planning surprise scavenger hunt friends anticipating thrill excitement,0.8805,Positive
668,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,25-08-2023 14:15, RainDanceCelebrationHighSchool , Facebook , #RainDance #HighSchoolJoy ,25,50, Canada,danced rain celebrate end exams rain dance unexpectedly refreshing,0.6114,Positive
669,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,26-08-2023 17:30, GroupChatBlunderHighSchool , Twitter , #TextingFail #HighSchoolAwkward ,18,35, USA,accidentally sent text meant friend class group chat texting fail oops moment,-0.4574,Negative
670,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,27-08-2023 20:45, MagicFailHighSchool , Instagram , #MagicFail #HighSchoolMagic ,22,45, UK,tried magic trick impress classmates magic fail rabbit go,-0.2023,Negative
671,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,28-08-2023 16:00, OrigamiProHighSchool , Twitter , #OrigamiMaster #HighSchoolArt ,18,36, USA,perfecting art creating origami dull lecture origami mastery a+,0.4753,Positive
672,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,29-08-2023 13:45, HackySackChampionHighSchool , Instagram , #HackySackChallenge #HighSchoolAthlete ,26,48, Canada,attempting set new record consecutive hacky sack kicks hacky sack skills unleashed,0.0,Neutral
673,Creating a secret handshake with friends. Friendship level: Expert! ,30-08-2023 17:30, SecretHandshakeHighSchool , Facebook , #FriendshipGoals #HighSchoolMemories ,20,40, USA,creating secret handshake friends friendship level expert,0.8172,Positive
674,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,31-08-2023 20:15, BurgerQuestHighSchool , Twitter , #BurgerQuest #HighSchoolFoodie ,24,42, UK,embarking mission find best burger joint town burger connoisseur reporting duty,0.6696,Positive
675,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,01-09-2023 14:45, ComedyGeniusHighSchool , Instagram , #StandUpComedy #HighSchoolTalent ,21,39, Canada,practicing stand-up comedy routine upcoming talent show comedy gig making,0.7959,Positive
676,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,02-09-2023 18:30, LoveLetterBlunderHighSchool , Facebook , #LoveLetterFail #HighSchoolAwkward ,17,33, USA,accidentally sent love letter wrong person love note fail maximum embarrassment,-0.4199,Negative
677,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,03-09-2023 22:00, ScienceExperimentProHighSchool , Twitter , #ScienceGeek #HighSchoolExperiments ,23,44, UK,attempting impress teacher elaborate science experiment science geek mode activated,0.3382,Positive
678,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,04-09-2023 15:15, BraceletCraftsmanHighSchool , Instagram , #FriendshipBracelets #HighSchoolCrafts ,19,37, USA,crafting intricate friendship bracelets whole squad friendship level expert weaver,0.7712,Positive
679,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,05-09-2023 12:30, CartwheelMasterHighSchool , Twitter , #CartwheelChallenge #HighSchoolAthlete ,27,52, Canada,attempting beat record consecutive cartwheels cartwheel challenge underway,0.1511,Positive
680,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,06-09-2023 16:45, MovieMarathonHostHighSchool , Facebook , #MovieNight #HighSchoolMemories ,22,43, UK,organizing movie marathon friends popcorn cinematic adventures await,0.7345,Positive
